variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
ghs_mnt_hef_fire_dragon_prince	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	ghs_mnt_hef_fire_dragon_prince		1.0000	1.0000	0.0000	
ghs_main_nur_mon_titan	VariantMeshes\wh_variantmodels\gi2\cst\cst_necrofex_colossus\tech	ghs_main_nur_mon_titan		1.0000	1.0000	0.0000	
ghs_cth_cav_armour_giant_ox	animations/techpack/ghs_cth_giant_ox/tech	cth_armour_giant_ox		1.0000	1.0000	0.0000	
ghs_hef_mon_flying_fish	animations/techpack/ghs_hef_flying_fish/tech	ghs_mon_flying_fish		1.5000	1.0000	0.0000	
ghs_cth_jade_lion_mount	animations/techpack/ghs_cth_jade_lion_mount/tech	ghs_cth_jade_lion_mount		0.7500	0.7500	0.0000	
cth_armour_longmanowing	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	cth_armour_longmanowing		1.0000	1.0000	0.0500	
ghs_cth_jet_lion_mount	animations/techpack/ghs_cth_lion_mount/tech	ghs_cth_jet_lion_mount		0.7500	0.7500	0.0000	
ghs_hef_white_lion_mount	animations/techpack/ghs_white_lion_mnt/tech	ghs_hef_white_lion_mount		0.5800	1.0000	0.0000	
ghs_main_tze_mon_titan	VariantMeshes\wh_variantmodels\gi2\cst\cst_necrofex_colossus\tech	ghs_main_tze_mon_titan		1.0000	1.0000	0.0000	
ogr_ice_wolf	VariantMeshes\wh_variantmodels\wf1\grn\grn_giant_wolf\tech	ogr_ice_wolf		1.0000	1.0000	0.0000	
dwf_grungni	VariantMeshes\wh_variantmodels\gi2\cst\cst_necrofex_colossus\tech	dwf_titan_grungni		1.0000	1.0000	0.0000	
ghs_mon_def_armour_hydra	animations/techpack/ghs_def_armour_hydra/tech	ghs_mon_def_armour_hydra		1.0000	1.0000	0.0000	
ksl_flying_eagle		ksl_ice_eagle		0.6500	0.6500	0.0000	
ghs_cth_mon_dragon_titan	VariantMeshes\wh_variantmodels\gi2\cst\cst_necrofex_colossus\tech	ghs_main_cth_mon_titan		1.0000	1.0000	0.0000	
dwf_valaya	VariantMeshes\wh_variantmodels\gi2\cst\cst_necrofex_colossus\tech	dwf_titan_valaya		1.0000	1.0000	0.0000	
ghs_hef_lothern_skycutter	variantmeshes/wh_variantmodels/bi1sc/hef/hef_lothern_skycutter/tech	ghs_hef_lothern_skycutter		0.8000	1.0000	0.0000	
