key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
cth_east_mingqing_inf_minzu	man	1.7000	3.3000	4.0000	5.0000	4.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	150.0000	1.9000	120	140.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	20	20	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.6000	1.0000	1.0000	1.0000		false	false
cth_guanning_horse	horse	2.0000	8.0000	7.0000	7.0000	10.0000	20.0000	10.0000	15.0000	1.4000	ellipse	0.5000	1000.0000	2.0000	360.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	0	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_inf_changcongsuwei	man	1.5000	3.2000	3.5000	5.0000	3.8000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	150.0000	1.8000	120	140.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	10	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_inf_yihuangbeiwei	man	1.5000	3.2000	3.5000	5.0000	4.3000	40.0000	35.0000	35.0000	0.6000	circle	1.0000	150.0000	1.8000	120	140.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	20	20	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_north_bian	giant	2.5000	7.2000	6.0000	10.0000	10.0000	35.0000	30.0000	35.0000	2.0000	capsule	0.5000	2400.0000	3.0000	120.0000	100.0000	8	true	true	0.0000	0.0000	0.0000	large	1.5000	rotation_x	wh_dlc_manticore	6.0000	war_beast_effects	100	100	-0.5000	false	1.0000	0.8000	4			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_north_suitang_inf_light	man	1.5000	3.4000	3.5000	5.0000	4.0000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	100.0000	1.8000	120	140.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	10	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_north_suitang_inf_medium	man	1.5000	3.2000	3.5000	5.0000	3.9000	30.0000	25.0000	25.0000	0.6000	circle	1.0000	125.0000	1.8000	120	140.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	10	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_north_suitang_jade_horse	giant	1.9000	9.2000	6.0000	10.0000	11.0000	35.0000	35.0000	35.0000	1.4000	ellipse	0.4000	1000.0000	2.0000	120	120.0000	8	true	true	1.0000	10.0000	13.0000	large	1.0000	rotation_x	wh_horse_pegasus	0.0000	ethereal_effects	0	0	0.0000	false	1.1000	0.8500	3			0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_north_suitang_leiqilin	horse	2.0000	7.6000	7.0000	8.0000	12.0000	50.0000	45.0000	45.0000	1.4000	ellipse	0.5000	1300.0000	2.0000	360.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	0	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_south_ox	giant	1.9000	4.5000	6.0000	7.0000	9.0000	40.0000	35.0000	30.0000	1.5000	capsule	0.4000	1200.0000	2.0000	120	60.0000	8	true	true	2.0000	0.0000	0.0000	medium	1.0000	rotation_x	wh3_dlc24_cth_mon_jade_lion	0.0000	war_beast_effects	0	0	0.0000	false	0.8000	0.7500	3			0.5000	1.6000	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_south_songyuan_huoqilin	horse	2.0000	7.4000	7.0000	8.0000	11.0000	40.0000	35.0000	35.0000	1.4000	ellipse	0.5000	1300.0000	2.0000	360.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	0	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_south_songyuan_inf_light	man	1.5000	3.6000	5.0000	5.0000	4.6000	50.0000	45.0000	45.0000	0.6000	circle	1.0000	90.0000	1.8000	120	160.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_south_songyuan_inf_medium	man	1.5000	3.4000	3.0000	5.0000	4.3000	50.0000	45.0000	45.0000	0.6000	circle	1.0000	100.0000	1.8000	360.0000	160.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	40	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_south_songyuan_jade_horse	horse	2.0000	8.0000	6.0000	7.0000	11.0000	40.0000	35.0000	35.0000	1.4000	ellipse	0.5000	1000.0000	2.0000	360.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_south_tiger	giant	3.5000	7.6000	6.0000	7.0000	11.0000	40.0000	35.0000	35.0000	1.7000	capsule	0.5000	1600.0000	2.1000	120	120.0000	8	true	true	1.0000	0.0000	0.0000	large	3.0000	rotation_x	wh2_dlc15_war_lion	0.0000	cavalry_effects	20	20	-0.5000	false	1.0000	0.8500	3			0.5000	1.7000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_pagoda	giant	1.8000	6.0000	5.0000	6.0000	11.0000	40.0000	35.0000	30.0000	1.7000	capsule	0.5000	1600.0000	2.1000	120	120.0000	8	true	true	1.0000	0.0000	0.0000	large	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	20	20	-0.5000	false	1.0000	0.8500	3			0.5000	1.7000	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_pagoda_rider	man	1.3000	2.7000	2.0000	4.0000	4.3000	35.0000	30.0000	25.0000	0.6000	circle	1.0000	180.0000	1.8000	360.0000	90.0000	8	true	true	0.0000	0.0000	0.0000	medium	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	-0.5000	false	1.0000	0.9000	2			0.5000	1.6000	2	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_qinhan_cav_peasant	man	1.5000	3.3000	2.0000	4.0000	4.5000	35.0000	30.0000	25.0000	0.6000	circle	1.0000	100.0000	1.8000	120	120.0000	8	true	true	0.0000	0.0000	0.0000	medium	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	0	0	0.0000	false	1.0000	0.9000	2			0.5000	1.6000	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_qinhan_inf_heavy	man	1.4000	2.6000	3.0000	4.0000	3.5000	45.0000	40.0000	40.0000	0.6000	circle	1.0000	175.0000	1.8000	120	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	45	45	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	5	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_qinhan_inf_heavy_pro	man	1.4000	2.6000	3.0000	4.0000	4.0000	45.0000	40.0000	40.0000	0.7700	circle	1.0000	350.0000	2.0000	120	140.0000	8	true	true	0.0000	0.0000	0.0000	small	1.3000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	60	60	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	2	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	40	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_qinhan_inf_light	man	1.5000	3.0000	3.0000	4.0000	4.1000	45.0000	40.0000	40.0000	0.6000	circle	1.0000	125.0000	1.8000	120	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	20	20	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	5	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_qinhan_inf_medium	man	1.4000	2.7000	3.0000	4.0000	3.5000	45.0000	40.0000	40.0000	0.6000	circle	1.0000	150.0000	1.8000	120	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	40	40	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	5	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_qinhan_inf_medium_crossbow	man	1.4000	2.7000	3.0000	4.0000	3.5000	45.0000	40.0000	40.0000	0.6000	circle	1.0000	150.0000	1.8000	120	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_human_male	0.0000	infantry_light_effects	100	100	0.0000	true	1.0000	0.9000	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	5	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_weijin_base_horse	horse	2.0000	8.4000	7.0000	7.0000	10.8000	40.0000	35.0000	35.0000	1.4000	ellipse	0.5000	600.0000	2.0000	120	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_weijin_moqilin	horse	2.0000	7.2000	7.0000	8.0000	11.0000	40.0000	35.0000	35.0000	1.4000	ellipse	0.5000	1350.0000	2.0000	120	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	100	100	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	0	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_west_weijin_zhajia_horse	horse	2.0000	7.6000	6.0000	7.0000	12.0000	35.0000	30.0000	25.0000	1.4000	ellipse	0.5000	1100.0000	2.0000	360.0000	110.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
cth_xueqilin_horse	horse	2.2000	8.6000	7.0000	9.0000	12.0000	45.0000	45.0000	35.0000	1.4000	ellipse	0.5000	1100.0000	2.0000	360.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	1.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
