key	animation	entity	audio_armour_type	variant	voiceover
str_gothard_horse	hr1_skeletal_steed	wh_main_vmp_cav_skeletal_steed_barded_hero	plate	str_gothard_horse	wh_main_vo_culture_Skeletal_horse
str_hkrul_knights_cleansing_flame	hr1_warhorse	wh_main_cavalry_slow_blood	plate	str_hkrul_knights_cleansing_flame	wh_main_vo_culture_Horse
str_khoros_hounds	hr1_wh3_dlc20_large_light_horse	str_khoros_hounds	leather	wh3_dlc20_chs_norscan_warhorse_large	wh_main_vo_culture_Horse
str_khoros_mount	hr1_wh3_dlc20_large_generic_lord_heavy_horse	str_khoros_mount	plate	wh3_dlc20_chs_chaos_steed_large	wh_main_vo_culture_Horse
str_lietpold_mount	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	str_lietpold_warhorse	wh_main_vo_culture_Horse
str_makiki_upg_wolf	wf1_giant_wolf	str_makiki_upg_wolf	plate	str_makiki_upg_wolf	wh_main_vo_culture_Wolf
str_makiki_wolf	wf1_giant_wolf	str_makiki_wolf	leather	str_makiki_wolf	wh_main_vo_culture_Wolf
str_morskittar_hellion	hu18_dlc16_mutant_rat_ogre	wh2_dlc16_skv_monster_rat_ogre_mutant_blood	body	str_morskittar_hellion	wh2_main_vo_culture_Skaven
str_rahtep_hellsteed	hr1_pegasus	wh_main_vmp_cavalry_flying_hellsteed_blood	leather	rahtep_hellsteed	wh_main_vo_culture_Skeletal_horse
str_rahtep_mount	hr1_warhorse	wh_main_cavalry_slow_blood	plate	rahtep_nightmare	wh_main_vo_culture_Skeletal_horse
str_scribes_chariot	wm_wh3_burning_chariot01	wh3_main_flying_tze_burning_chariot	body	str_scribes_chariot	vo_culture_None
str_slavin_horse	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	str_slavin_horse	wh_main_vo_culture_Horse
str_thyrus_mount	hr1_thyrus_warhorse	wh_main_cavalry_slow_hero_blood	plate	str_thyrus_warhorse	wh_main_vo_culture_Horse
str_valnir_mount	hr1_warhorse	wh3_dlc20_chs_mnt_chaos_steed_mnur_lords	plate	str_valnir_mount	wh_main_vo_culture_Horse
str_vaslo	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut_hero	plate	str_vaslo_juggernaut	vo_culture_Invalid
str_vaslo_rampagers	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut	plate	str_vaslo_rampager_jugger	vo_culture_Invalid
str_vazgrat_mount	hq2_wh3_mournfang	wh3_main_ogr_mnt_rhinox_blood	body	str_vazgrat_mount	wh3_main_vo_culture_Ogres
str_xian_horse	hr1_warhorse	wh2_main_hef_cavalry_fast_blood	leather	str_xian_red_hare	wh_main_vo_culture_Horse
str_xian_longma	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	wh3_twa07_cth_mnt_jade_longma_heavy_ror	wh_main_vo_culture_Pegasus
wh2_dlc10_def_mnt_manticore	bc3_manticore	wh_dlc01_mnt_flying_manticore_blood	body	wh2_dlc10_def_manticore	wh_main_vo_culture_Manticore
wh2_dlc15_grn_mnt_arachnarok_spider_red_moon	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	wh2_dlc15_grn_mnt_arachnarok_spider_red_moon	wh_main_vo_culture_Spider_Small
wh2_main_def_mnt_cold_one_armoured_hero	rp3_cold_one	wh2_main_def_cavalry_cold_one_170_hero_blood	body	wh2_main_def_cold_one_armoured	wh2_main_vo_culture_Dark_Elves
wh2_main_def_mnt_dark_pegasus	hr1_pegasus	wh2_main_def_mnt_dark_pegasus	leather	wh2_main_def_dark_pegasus	wh_main_vo_culture_Pegasus
wh2_main_def_mnt_dark_steed_hero	hr1_warhorse	wh2_main_def_cavalry_fast_170_blood_hero	plate	wh2_main_def_dark_steed	wh_main_vo_culture_Skeletal_horse
