vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height	affects_enemies	follow_target
nanu_unit_ability_death_explosion_holy_fire	0		2	5	5.0000	20.0000	3.0000	false	0.0000	0.0000	3.0000	1.0000	true	composite_scene/spells_and_abilities/nanu_vortex_explosion_holy____01.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_ice_blast	0	nanu_unit_contact_freezing	7	2	5.0000	20.0000	3.0000	false	0.0000	0.0000	3.0000	0.0000	true	composite_scene/spells_and_abilities/nanu_vortex_explosion_ice_____01.csc	50.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_purple_sun	270		2	5	5.0000	-20.0000	3.0000	false	0.0100	0.1000	3.0000	0.0000	true	composite_scene/spells_and_abilities/purple_sun_small.csc	200.0000	target_centre	1.ignore		0.0000	0.1000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_rancid_blood	0	nanu_unit_contact_toxic_sludge	0	1	5.0000	20.0000	8.0000	false	0.0000	0.0000	8.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_dlc26_unit_passive_blows_apart.csc	5.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_tempest	270	nanu_unit_contact_exposed	7	2	5.0000	-20.0000	3.0000	false	0.0100	2.0000	3.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_dlc24_cursed_cauldron_mini_vortex.csc	200.0000	target_centre	1.ignore		0.0000	0.1000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_warp_discharge_large	0	nanu_unit_contact_warp_zap	11	3	1.0000	20.0000	7.0000	false	0.0000	0.0000	1.0000	0.0000	true	composite_scene/spells_and_abilities/nanu_vortex_explosion_warp____03.csc	300.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_warp_discharge_medium	0	nanu_unit_contact_warp_zap	11	3	1.0000	20.0000	4.0000	false	0.0000	0.0000	1.0000	0.0000	true	composite_scene/spells_and_abilities/nanu_vortex_explosion_warp____02.csc	300.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_warp_discharge_small	0	nanu_unit_contact_warp_zap	11	3	1.0000	20.0000	2.0000	false	0.0000	0.0000	1.0000	0.0000	true	composite_scene/spells_and_abilities/nanu_vortex_explosion_warp____01.csc	300.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_warpfire_storm	270	wh3_main_unit_contact_warpflame	7	2	5.0000	-20.0000	3.0000	false	0.0100	2.0000	3.0000	1.0000	true	composite_scene/spells_and_abilities/wh3_dlc24_tzeentch_exalted_flames_vortex.csc	200.0000	target_centre	1.ignore		0.0000	0.1000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_warpgas_small	0	wh2_dlc14_unit_contact_poisoned_wind	2	5	5.0000	20.0000	3.0000	false	0.0000	0.0000	3.0000	0.0000	true	composite_scene/spells_and_abilities/nanu_vortex_explosion_green___01.csc	25.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_death_explosion_watery_grave	0	wh2_dlc11_spell_deep_tidecall	11	3	3.0000	20.0000	3.0000	false	0.0000	0.0000	3.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_fishy_breath.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
nanu_unit_ability_frostfire_tempest	360	nanu_unit_contact_frostfire	6	6	10.0000	10.0000	10.0000	false	0.1000	2.0000	10.0000	1.0000	true	composite_scene/spells_and_abilities/wh3_dlc24_blue_flame_vortex.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
nanu_unit_ability_magma_storm_lesser	0		16	8	3.0000	10.0000	20.0000	false	0.0000	0.0000	0.1000	25.0000	true	composite_scene/spells_and_abilities/wh3_cataclysm_magma_storm.csc	60.0000	target_centre	1.ignore		0.0000	2.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ability_swiftness_of_itzl	0		0	0	1.0000	60.0000	35.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_main_abilities_swiftness_of_itzl.csc	500.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
nanu_unit_ability_wake_of_fire	0		32	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	25.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_sunfang.csc	135.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_ablity_blade_of_khorne_lesser	0		48	24	1.0000	24.0000	12.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_kho_army_abilities_blade_of_khorne.csc	300.0000	target_centre	1.ignore		0.0000	1.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
nanu_unit_passive_spurting_acid_blood	0	nanu_unit_contact_entropic	2	6	2.0000	-1.0000	10.0000	false	0.0000	0.0000	5.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_searing_bile_blood.csc	10.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
