key	destroyed_model	destruction_animation	engine_type	gun_animation_table	missile_weapon	model	battle_entity	asset_folder	variant	draught_attachment_point	tech_folder	rider_attachment_point	destruct_model	destruct_anim	destruct_meta	audio_armour_type	riders_shoot_behaviour	scale
wh_twm_emp_t5_heavy_field_gun	warmachines/engines/emp_t5_heavy_field_gun/emp_t5_heavy_field_gun_destroyed.rigid_model_v2	emp_t5_heavy_field_gun_destruct	Generic_3_Crew	wm_emp_15cm_field_gun	wh_twm_emp_15cm_cannon	emp_t5_heavy_field_gun	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000
wh_twm_emp_t5_heavy_field_gun_limbered	warmachines/engines/emp_t5_heavy_field_gun/emp_t5_heavy_field_gun_mobile_destroyed.rigid_model_v2	emp_t5_heavy_field_gun_mobile_destruct	Generic_No_Crew_Rotate	wm_emp_15cm_field_gun_mobile_01		emp_t5_heavy_field_gun_mobile	wh_twm_emp_art_field_gun			ap_draughtposition	warmachines/engines/emp_t5_heavy_field_gun/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_heavy_field_howitzer	warmachines/engines/emp_t5_heavy_field_howitzer/emp_t5_heavy_field_howitzer_destroyed.rigid_model_v2	emp_t5_heavy_field_howitzer_destruct	Generic_3_Crew	wm_emp_15cm_field_howitzer	wh_twm_emp_15cm_howitzer_chemical	emp_t5_heavy_field_howitzer	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000
wh_twm_emp_t5_heavy_field_howitzer_limbered	warmachines/engines/emp_t5_heavy_field_howitzer/emp_t5_heavy_field_howitzer_mobile_destroyed.rigid_model_v2	emp_t5_heavy_field_howitzer_mobile_destruct	Generic_No_Crew_Rotate	wm_emp_15cm_field_howitzer_mobile_01		emp_t5_heavy_field_howitzer_mobile	wh_twm_emp_art_field_gun			ap_draughtposition	warmachines/engines/emp_t5_heavy_field_howitzer/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_heavy_gun_truck	warmachines/chariot/emp_t5_heavy_gun_truck/emp_t5_heavy_gun_truck_destroyed.rigid_model_v2	emp_t5_heavy_gun_truck_destruct	Generic_No_Crew_Rotate	wm_emp_heavy_gun_truck_01		emp_t5_heavy_gun_truck	wh_twm_heavy_gun_truck				warmachines/chariot/emp_t5_heavy_gun_truck/tech					plate	all_riders_shooting	1.0000
wh_twm_emp_t5_heavy_mortar	warmachines/engines/emp_t5_heavy_mortar/emp_t5_heavy_mortar_destroyed.rigid_model_v2	emp_t5_heavy_mortar_destruct	Generic_3_Crew	wm_emp_17cm_mortar_mobile	wh_twm_emp_17cm_mortar	emp_t5_heavy_mortar	wh_twm_emp_art_field_gun										all_riders_shooting	1.0000
wh_twm_emp_t5_heavy_support_vehicle	warmachines\chariot\emp_t5_heavy_support_vehicle\emp_t5_heavy_support_vehicle_destroyed.rigid_model_v2	emp_t5_heavy_support_vehicle_destruct	Generic_No_Crew_Rotate	wm_emp_medium_tank_01		emp_t5_heavy_support_vehicle	wh_twm_heavy_support_vehicle				warmachines/chariot/emp_t5_heavy_support_vehicle/tech					plate	all_riders_shooting	1.0000
wh_twm_emp_t5_helicopter_heavy_attack	warmachines/aircraft/emp_t5_helicopter_heavy_attacker/emp_t5_helicopter_heavy_attacker_destroyed.wsmodel	emp_t5_helicopter_heavy_attacker_destruct	Generic_No_Crew_Rotate	wm_emp_heavy_helicopter_01	wh_twm_emp_50mm_rocket	emp_t5_helicopter_heavy_attacker	wh_twm_emp_heavy_helicopter				warmachines/aircraft/emp_t5_helicopter_heavy_attacker/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_helicopter_heavy_transport	warmachines/aircraft/emp_t5_helicopter_heavy_transport/emp_t5_helicopter_heavy_transport_destroyed.wsmodel	emp_t5_helicopter_heavy_transport_destruct	Generic_No_Crew_Rotate	wm_emp_heavy_helicopter_transport		emp_t5_helicopter_heavy_transport	wh_twm_emp_heavy_helicopter				warmachines/aircraft/emp_t5_helicopter_heavy_transport/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_helicopter_light	warmachines/aircraft/emp_t5_helicopter_light/emp_t5_helicopter_light_destroyed.wsmodel	emp_t5_helicopter_light_destruct	Generic_No_Crew_Rotate	wm_emp_light_helicopter_01		emp_t5_helicopter_light	wh_twm_emp_light_helicopter				warmachines/aircraft/emp_t5_helicopter_light/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_light_machine_gun	warmachines/engines/emp_t5_light_machine_gun/emp_t5_light_machine_gun_destroyed.rigid_model_v2	emp_t5_light_machine_gun_destruct	Generic_3_Crew	wm_7,92mm_machine_gun	wh_twm_emp_7,92mm_mg	emp_t5_light_machine_gun	wh_twm_emp_t5_light_mortar				warmachines/engines/emp_t5_light_machine_gun/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_light_machine_gun_truck	warmachines/chariot/emp_t5_light_machine_gun_truck/emp_t5_light_machine_gun_truck_destroyed.rigid_model_v2	emp_t5_light_machine_gun_truck_destruct	Generic_No_Crew_Rotate	wm_emp_battle_truck_01		emp_t5_light_machine_gun_truck	wh_twm_light_machine_gun_truck				warmachines/chariot/emp_t5_light_machine_gun_truck/tech					plate	all_riders_shooting	1.0000
wh_twm_emp_t5_light_mortar	warmachines/engines/emp_t5_light_mortar/emp_t5_light_mortar_destroyed.rigid_model_v2	emp_t5_light_mortar_destruct	Generic_3_Crew	wm_7,58cm_mortar	wh_twm_emp_7,58cm_mortar	emp_t5_light_mortar	wh_twm_emp_t5_light_mortar				warmachines/engines/emp_t5_light_mortar/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_light_tank	warmachines/chariot/emp_t5_light_tank/emp_t5_light_tank_destroyed.rigid_model_v2	emp_t5_light_tank_destruct	Generic_No_Crew_Rotate	wm_emp_light_tank_01		emp_t5_light_tank	wh_twm_light_tank				warmachines/chariot/emp_t5_light_tank/tech					heavy_plate	all_riders_shooting	1.0000
wh_twm_emp_t5_machine_gun	warmachines/engines/emp_t5_machine_gun/emp_t5_machine_gun_destroyed.rigid_model_v2	emp_t5_machine_gun_destruct	Generic_3_Crew	wm_13mm_machine_gun	wh_twm_emp_13,25mm_mg	emp_t5_machine_gun	wh_main_emp_art_helstorm										all_riders_shooting	1.0000
wh_twm_emp_t5_machine_gun_limbered	warmachines/engines/emp_t5_machine_gun/emp_t5_machine_gun_mobile_destroyed.rigid_model_v2	emp_t5_machine_gun_mobile_destruct	Generic_No_Crew_Rotate	wm_13mm_machine_gun_mobile_01		emp_t5_machine_gun_mobile	wh_main_emp_art_helstorm			ap_draughtposition	warmachines/engines/emp_t5_machine_gun/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_maintenance_depot	warmachines/battlefield_buildings/emp_t5_maintenance_depot/emp_t5_maintenance_depot_destroyed.rigid_model_v2	emp_t5_maintenance_depot_destruct	Generic_No_Crew_Rotate	bb_emp_t5_maintenance_depot_01		emp_t5_maintenance_depot	wh_twm_building_emp_maintenance_depot				warmachines/battlefield_buildings/emp_t5_maintenance_depot/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_mak_40	warmachines/engines/emp_t5_mak_40_cannon/emp_t5_mak_40_cannon_destroyed.rigid_model_v2	emp_t5_mak_40_cannon_destruct	Generic_3_Crew	wm_emp_7,5cm_cannon	wh_twm_emp_7,5cm_cannon	emp_t5_mak_40_cannon	wh_twm_emp_art_mak_40										all_riders_shooting	1.0000
wh_twm_emp_t5_mak_40_limbered	warmachines/engines/emp_t5_mak_40_cannon/emp_t5_mak_40_cannon_mobile_destroyed.rigid_model_v2	emp_t5_mak_40_cannon_mobile_destruct	Generic_No_Crew_Rotate	wm_emp_7,5cm_cannon_mobile_01		emp_t5_mak_40_cannon_mobile	wh_twm_emp_art_mak_40			ap_draughtposition	warmachines/engines/emp_t5_mak_40_cannon/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_medic_truck	warmachines/chariot/emp_t5_transport_truck/emp_t5_transport_truck_medic_destroyed.rigid_model_v2	emp_t5_medic_truck_destruct	Generic_No_Crew_Rotate	wm_emp_truck_medic_01		emp_t5_medic_truck	wh_twm_transport_truck									plate	all_riders_shooting	1.0000
wh_twm_emp_t5_modern_rocket_launcher	warmachines/engines/emp_t5_rocket_launcher/emp_t5_rocket_launcher_destroyed.rigid_model_v2	emp_t5_rocket_launcher_destruct	Generic_3_Crew	wm_emp_15cm_rocket_launcher	wh_twm_emp_150mm_rocket_chemical	emp_t5_rocket_launcher	wh_main_emp_art_helstorm										all_riders_shooting	1.0000
wh_twm_emp_t5_modern_rocket_launcher_limbered	warmachines/engines/emp_t5_rocket_launcher/emp_t5_rocket_launcher_mobile_destroyed.rigid_model_v2	emp_t5_rocket_launcher_mobile_destruct	Generic_No_Crew_Rotate	wm_emp_15cm_rocket_launcher_mobile_01		emp_t5_rocket_launcher_mobile	wh_main_emp_art_helstorm			ap_draughtposition	warmachines/engines/emp_t5_rocket_launcher/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_modern_tank	warmachines/chariot/emp_t5_modern_tank/emp_t5_modern_tank_destroyed.rigid_model_v2	emp_t5_modern_tank_destruct	Generic_No_Crew_Rotate	wm_emp_modern_tank_01		emp_t5_modern_tank	wh_twm_modern_tank				warmachines/chariot/emp_t5_modern_tank/tech					heavy_metal	all_riders_shooting	1.0000
wh_twm_emp_t5_super_heavy_mortar	warmachines/engines/emp_t5_super_heavy_mortar/emp_t5_super_heavy_mortar_destroyed.rigid_model_v2	emp_t5_super_heavy_mortar_destruct	Generic_3_Crew	wm_emp_42cm_mortar	wh_twm_emp_42cm_mortar	emp_t5_super_heavy_mortar	wh_twm_emp_art_super_heavy_mortar										all_riders_shooting	1.0000
wh_twm_emp_t5_super_heavy_mortar_limbered	warmachines/engines/emp_t5_super_heavy_mortar/emp_t5_super_heavy_mortar_mobile_destroyed.rigid_model_v2	emp_t5_super_heavy_mortar_mobile_destruct	Generic_No_Crew_Rotate	wm_emp_42cm_mortar_mobile_01		emp_t5_super_heavy_mortar_mobile	wh_twm_emp_art_super_heavy_mortar_truck			ap_draughtposition	warmachines/engines/emp_t5_super_heavy_mortar/tech						all_riders_shooting	1.0000
wh_twm_emp_t5_triplane_red_baron	warmachines/aircraft/emp_t5_red_baron/emp_t5_red_baron_destroyed.rigid_model_v2	emp_t5_triplane_red_baron_destruct	Generic_No_Crew_Rotate	wm_biplane01		emp_t5_triplane_red_baron	wh_twm_emp_triplane				warmachines/aircraft/emp_t5_red_baron/tech						all_riders_shooting	1.0000
wh_twm_emp_trench_line_01	warmachines/deployables/emp_t5_trench_line/emp_t5_trench_line_destroyed.rigid_model_v2	emp_t5_trench_line_destruct	Generic_No_Crew_Rotate	dp_emp_t5_trench_line_01		emp_t5_trench_line	wh_twm_emp_trench_line				warmachines/deployables/emp_t5_trench_line/tech						all_riders_shooting	1.0000
wh_twm_emp_truck_motorized_infantry_early	warmachines/chariot/emp_t5_transport_truck/emp_t5_transport_truck_destroyed.rigid_model_v2	emp_t5_transport_truck_destruct	Generic_No_Crew_Rotate	wm_emp_truck_troop_early		emp_t5_transport_truck	wh_twm_transport_truck				warmachines/chariot/emp_t5_transport_truck/tech_full					plate	all_riders_shooting	1.0000
wh_twm_emp_truck_motorized_infantry_late	warmachines/chariot/emp_t5_transport_truck/emp_t5_transport_truck_destroyed.rigid_model_v2	emp_t5_transport_truck_destruct	Generic_No_Crew_Rotate	wm_emp_truck_troop_late		emp_t5_transport_truck	wh_twm_transport_truck				warmachines/chariot/emp_t5_transport_truck/tech_full					plate	all_riders_shooting	1.0000
