key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
wh3_deer24_LONGDIJINJUN_blood	man	1.5000	3.2000	4.0000	6.0000	3.0000	45.0000	10000.0000	10000.0000	0.6000	circle	1.0000	200.0000	2.0000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_effects	50	30	0.0000	true	1.0000	0.9500	1			0.5000	1.6000	49	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_MOXIAN_blood	horse	2.3000	9.2000	7.0000	9.0000	17.0000	48.0000	45.0000	35.0000	1.4000	ellipse	0.5000	1200.0000	2.3000	60.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	1.0000	rotation_x	wh_horse_normal	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.8500	2			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_XUANWU_blood	giant	2.0000	3.2000	3.6000	3.8000	4.0000	40.0000	35.0000	35.0000	6.0000	capsule	0.6000	9000.0000	9.2000	60.0000	60.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	none	7.0000	giant_effects	60	60	0.0000	false	0.9000	0.7500	5			0.5000	1.4500	2	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	5	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_baihu_blood	giant	4.5000	9.0000	14.0000	14.0000	18.0000	80.0000	100.0000	100.0000	5.5000	capsule	0.6000	6300.0000	8.0000	60.0000	150.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh_boar	10.0000	ksl_ice_cavalry_effects	90	80	0.0000	false	0.9000	0.8500	3			0.5000	1.4500	99	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	75	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_baihu_boss	giant	6.0000	11.0000	16.0000	16.0000	20.0000	80.0000	100.0000	100.0000	6.0000	capsule	0.6000	8000.0000	10.0000	60.0000	150.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh_boar	10.0000	ksl_ice_cavalry_effects	90	80	0.0000	false	0.9000	0.8500	3			0.5000	1.4500	99	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	75	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_baije1	giant	4.0000	9.0000	8.0000	10.0000	11.0000	35.0000	35.0000	35.0000	0.0100	circle	1.0000	200.0000	2.1000	120.0000	180.0000	8	true	true	1.0000	12.0000	15.0000	large	1.0000	ignore	wh2_tmb_carrion	0.0000	infantry_light_effects	0	0	0.0000	false	1.2000	0.9000	2			0.0000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	30	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_baishe	giant	3.0000	6.4000	8.0000	9.0000	9.0000	40.0000	35.0000	30.0000	1.3500	circle	1.0000	4000.0000	9.3000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	large	3.0000	rotation_x	wh_horse_normal	8.0000	monstrous_infantry_effects	20	20	0.0000	false	0.7500	0.8500	3			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	15	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_giant	giant	2.6000	3.9000	3.0000	4.0000	5.0000	35.0000	30.0000	30.0000	7.2000	circle	1.0000	19500.0000	27.0000	60.0000	30.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	ignore	wh_giant	18.0000	giant_effects	40	40	0.0000	false	0.8000	0.7500	5			0.3000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		true	false
wh3_deer24_huli_blood	giant	4.5000	9.0000	14.0000	14.0000	18.0000	80.0000	100.0000	100.0000	2.8000	capsule	0.6000	4000.0000	6.0000	60.0000	150.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh_boar	8.0000	ksl_ice_cavalry_effects	90	80	0.0000	false	0.9000	0.8500	3			0.5000	1.4500	99	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	75	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_jinwu_huguanshi	man	1.5000	3.2000	3.0000	4.0000	4.4000	35.0000	30.0000	30.0000	0.6500	circle	1.0000	160.0000	1.8000	360.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	none	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9500	1			0.5000	1.6000	20	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	40	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_junshou_blood	horse	2.0000	10.0000	5.5000	6.5000	13.0000	45.0000	35.0000	25.0000	2.0000	capsule	0.5000	1200.0000	2.0000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_boar	2.0000	monstrous_infantry_effects	50	50	0.0000	false	1.0000	0.8500	3			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	25	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_niuniu	giant	2.3000	6.4000	6.0000	10.0000	11.1000	35.0000	35.0000	35.0000	2.8000	capsule	0.5000	2300.0000	2.3000	60.0000	160.0000	8	true	true	0.0000	9.0000	13.0000	large	1.0000	rotation_x	wh3_dlc23_chd_mnt_bale_taurus	8.0000	war_beast_effects	60	60	-0.8000	false	1.0000	0.8000	4			0.0000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	1	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_tianwang1_blood	giant	4.5000	6.2000	7.0000	8.0000	10.0000	60.0000	60.0000	60.0000	2.7000	circle	0.6000	8000.0000	14.0000	60.0000	130.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	ignore	wh2_tmb_hierotitan	5.0000	cth_sentinel_effects	90	80	0.0000	false	1.0000	0.7500	5			0.3000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	30	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		true	false
wh3_deer24_tianwang_blood	giant	4.0000	5.6000	6.0000	7.0000	9.0000	60.0000	60.0000	60.0000	2.7000	circle	0.6000	8000.0000	14.0000	60.0000	130.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	ignore	wh2_tmb_hierotitan	5.0000	cth_sentinel_effects	90	80	0.0000	false	1.0000	0.7500	5			0.3000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	30	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		true	false
wh3_deer24_tongrenseng	man	1.5000	4.6000	3.0000	4.0000	5.6000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh3_cth_zhao_ming_LORD	2.0000	infantry_light_effects	70	70	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	126	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_xiaotianquan_blood	horse	1.7000	9.5000	6.0000	7.0000	11.0000	40.0000	35.0000	35.0000	1.4000	capsule	0.5000	3300.0000	1.5000	60.0000	120.0000	8	true	true	0.7500	0.0000	0.0000	medium	1.0000	rotation	wh_dire_wolve_warhound	0.0000	cavalry_effects	0	0	0.0000	false	1.0000	0.9000	3			0.5000	1.4500	99	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_xiongmaoren_blood	giant	3.0000	7.5000	4.0000	5.0000	10.0000	50.0000	40.0000	35.0000	2.7000	capsule	0.9000	6000.0000	6.4000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh_troll	5.0000	monstrous_infantry_effects	60	60	0.0000	false	1.0000	0.7500	3	wh_main_generic_character_aura		0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	40	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_xuanwu_boss	giant	4.0000	7.0000	8.0000	3.8000	4.0000	40.0000	35.0000	35.0000	6.0000	capsule	0.6000	12000.0000	12.0000	60.0000	60.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	none	7.0000	giant_effects	60	60	0.0000	false	0.9000	0.7500	5			0.5000	1.4500	2	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	5	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_yufo_blood	giant	2.0000	4.5000	6.5000	7.0000	8.6000	45.0000	35.0000	35.0000	1.1000	ellipse	0.9000	1600.0000	3.5000	60.0000	90.0000	8	true	true	0.0000	0.0000	0.0000	large	1.0000	ignore	wh3_kho_herald_LORD	5.0000	monstrous_infantry_effects	30	30	0.0000	false	0.8000	0.8000	4			0.5000	1.6000	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_zhuque_blood	giant	4.0000	12.0000	8.0000	9.0000	14.0000	50.0000	40.0000	35.0000	3.0000	capsule	0.5000	3000.0000	6.0000	60.0000	150.0000	8	true	true	0.0000	12.0000	14.0000	very_large	1.0000	rotation	wh_dragon_small_wyvern	6.0000	war_beast_effects	50	50	0.0000	false	1.2000	0.7500	5			0.0000	1.4500	2	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_deer24_zhuque_boss	giant	6.0000	16.0000	16.0000	9.0000	14.0000	50.0000	40.0000	35.0000	3.0000	capsule	0.5000	5000.0000	8.0000	60.0000	150.0000	8	true	true	0.0000	14.0000	16.0000	very_large	1.0000	rotation	wh_dragon_small_wyvern	6.0000	war_beast_effects	50	50	0.0000	false	1.2000	0.7500	5			0.0000	1.4500	2	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wwd_cth_veh_sky_junk_0	giant	4.0000	5.0000	7.0000	10.0000	6.0000	30.0000	25.0000	25.0000	3.0000	circle	1.0000	2000.0000	20.0000	120.0000	30.0000	8	true	true	0.0000	5.0000	7.0000	very_large	1.0000	ignore_and_disable_banking	wh3_cth_war_machine_kong_ming_sky_junk	0.0000	ethereal_effects	0	0	0.0000	false	0.9000	0.8000	4			0.0000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	hovering_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wwd_jinjun_celest_yayu_blood	man	1.5000	4.4000	5.0000	6.0000	6.0000	40.0000	40.0000	40.0000	0.6000	circle	1.0000	160.0000	2.0000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	30	20	0.0000	true	1.0000	0.9500	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wwd_jinjun_longdijinjun_blood	man	1.5000	3.2000	4.0000	6.0000	5.0000	30.0000	30.0000	25.0000	0.6000	circle	1.0000	200.0000	2.0000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	0.0000	infantry_effects	50	30	0.0000	true	1.0000	0.9500	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wwd_shengbing_storm	man	1.5000	3.2000	4.0000	5.0000	3.8000	35.0000	30.0000	30.0000	0.6500	circle	1.0000	100.0000	1.8000	360.0000	200.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	none	0.0000	infantry_light_effects	0	0	0.0000	true	1.0000	0.9500	1			0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	40	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wwd_yawei_blood	man	1.6000	4.5000	5.0000	6.0000	5.2000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1000.0000	2.2000	360.0000	120.0000	4	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	80	80	0.0000	true	0.8000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	30	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
