key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
glf_mage_hero_ice_missile	false	glf_mage_hero_ice_projectile		false
glf_mage_hero_tempest_missile	false	glf_mage_hero_tempest_projectile		false
glf_cth_storm_dragon_missile	false	glf_cth_storm_dragon_projectile		false
glf_cth_iron_dragon_missile	false	glf_cth_iron_dragon_projectile		false
glf_mage_lord_yang_missile	false	glf_mage_lord_yang_projectile		false
glf_mage_hero_yang_missile	false	glf_mage_hero_yang_projectile		false
glf_mage_lord_yin_missile	false	glf_mage_lord_yin_projectile		false
glf_mage_hero_yin_missile	false	glf_mage_hero_yin_projectile		false
glf_nur_festus_missile	false	glf_nur_festus_projectile		false
glf_tze_kairos_fateweaver_missile	false	glf_tze_kairos_fateweaver_projectile		false
glf_tze_vilitch_missile	false	glf_tze_vilitch_projectile		false
glf_dae_daemon_prince_tzeentch_MP_missile	false	glf_dae_daemon_prince_tzeentch_MP_projectile		false
glf_mage_lord_nurgle_missile	false	glf_mage_lord_nurgle_projectile		false
glf_mage_hero_nurgle_missile	false	glf_mage_hero_nurgle_projectile		false
glf_mage_lord_tzeentch_missile	false	glf_mage_lord_tzeentch_projectile		false
glf_mage_hero_tzeentch_missile	false	glf_mage_hero_tzeentch_projectile		false
glf_mage_lord_slaanesh_missile	false	glf_mage_lord_slaanesh_projectile		false
glf_mage_hero_slaanesh_missile	false	glf_mage_hero_slaanesh_projectile		false
glf_emp_balthasar_gelt_missile	false	glf_emp_balthasar_gelt_projectile		false
glf_brt_fay_enchantress_missile	false	glf_brt_fay_enchantress_projectile		false
glf_vmp_heinrich_kemmler_missile	false	glf_vmp_heinrich_kemmler_projectile		false
glf_vmp_helman_ghorst_missile	false	glf_vmp_helman_ghorst_projectile		false
glf_mage_lord_vampire_missile	false	glf_mage_lord_vampire_projectile		false
glf_mage_hero_vampire_missile	false	glf_mage_hero_vampire_projectile		false
glf_grn_skarsnik_missile	false	glf_grn_skarsnik_projectile		false
glf_grn_wurrzag_missile	false	glf_grn_wurrzag_projectile		false
glf_mage_lord_big_waaagh_missile	false	glf_mage_lord_big_waaagh_projectile		false
glf_mage_hero_big_waaagh_missile	false	glf_mage_hero_big_waaagh_projectile		false
glf_mage_lord_lil_waaagh_missile	false	glf_mage_lord_lil_waaagh_projectile		false
glf_mage_hero_lil_waaagh_missile	false	glf_mage_hero_lil_waaagh_projectile		false
glf_wef_ariel_missile	false	glf_wef_ariel_projectile		false
glf_wef_coeddil_missile	false	glf_wef_coeddil_projectile		false
glf_bst_malagor_the_dark_omen_missile	false	glf_bst_malagor_the_dark_omen_projectile		false
glf_bst_morghur_missile	false	glf_bst_morghur_projectile		false
glf_mage_lord_wild_missile	false	glf_mage_lord_wild_projectile		false
glf_mage_hero_wild_missile	false	glf_mage_hero_wild_projectile		false
glf_nor_arzik_missile	false	glf_nor_arzik_projectile		false
glf_chs_lord_of_change_missile	false	glf_chs_lord_of_change_projectile		false
