key	animation	entity	audio_armour_type	variant	voiceover
ghs_ksl_winter_ursun_bear	be1_wh3_elemental_bear	ghs_ksl_mon_ursun_winter_elemental_bear	body	ghs_ksl_mon_ursun_winter_elemental_bear	wh_main_vo_culture_Kislev
ghs_emp_guard_warhorse_armoured	hr1_warhorse	ghs_emp_guard_warhorse_armoured	plate	ghs_emp_guard_warhorse_armoured	wh_dlc03_vo_culture_Beastmen
dwf_cannon_chariot	bo1_warboar_draught	dwf_goat_rider_medieum_blood	leather	dwf_goat_hammer_mnt	wh_main_vo_culture_Horse
ghs_lzd_mon_chief_stegadon	ghs_lzd_mon_chief_stegadon	ghs_lzd_mon_chief_stegadon	body	ghs_lzd_chief_stegadon	wh2_main_vo_culture_Lizardmen
dwf_goat_slayer_mnt	bo1_goat	dwf_goat_rider_light_blood	body	dwf_goat_slayer_mnt	wh_main_vo_culture_Horse
ogr_ice_mammoth	hq3_mammoth	wh_dlc08_nor_mon_mammoth_howdah_blood	body	ogr_ice_mammoth	vo_culture_Invalid
ksl_mon_flying_leopard	bc2_griffon	ghs_ksl_mon_flying_leopard	plate	ksl_flying_leopard	wh3_main_vo_culture_Snow_Leopard
ghs_tmb_scarab_flying_mount	tmb_scarab_flying_01	ghs_tmb_scarab_flying_mount	body	ghs_tmb_scarab_flying_mount	vo_culture_None
ogr_ice_wolf	wf1_giant_wolf	wh_main_grn_wolf_mount_blood	leather	ogr_ice_wolf	wh_main_vo_culture_Wolf
ghs_cth_cav_armour_giant_ox	hq2_wh3_mournfang	wh3_main_ogr_mnt_rhinox_blood	plate	ghs_cth_cav_armour_giant_ox	vo_culture_Invalid
ghs_hef_mnt_lothern_skycutter	bi1sc_eagle_skycutter	ghs_hef_great_eagle_skycutter	body	ghs_hef_lothern_skycutter	wh_main_vo_culture_Eagle
ghs_cth_jade_lion_mount	ghs_cth_jade_lion_mount	ghs_cth_jade_lion_mount	plate	ghs_cth_jade_lion_mount	vo_culture_None
ghs_hef_mon_flying_fish	ghs_mon_flying_fish	ghs_hef_mon_flying_fish	plate	ghs_hef_mon_flying_fish	wh3_main_vo_culture_Tze_Screamer
ghs_tmb_bone_elephant	hq3_mammoth	wh_dlc08_nor_mon_mammoth_howdah_blood	body	ghs_tmb_bone_elephant	vo_culture_None
dwf_thrower_chariot	bo1_warboar_draught	dwf_goat_rider_medieum_blood	leather	dwf_goat_hammer_mnt	wh_main_vo_culture_Horse
kho_war_mammoth_warshrine	kho_war_mammoth_warshrine	kho_war_mammoth_warshrine	body	kho_war_mammoth_warshrine	vo_culture_Invalid
ghs_mnt_hef_fire_dragon_prince	hr1_warhorse	ghs_mnt_hef_fire_dragon_prince	plate	ghs_mnt_hef_fire_dragon_prince	wh_main_vo_culture_Horse
ghs_cav_wef_wild_hunter_knight	st1_dlc16_great_stag	ghs_cav_wef_wild_hunter_knight	body	ghs_wef_great_stag	wh_main_vo_culture_Horse
cth_dragon_turtle	cth_dragon_turtle	cth_dragon_turtle_slow	body	cth_dragon_turtle	wh2_main_vo_culture_Lizardmen
