variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
vmp_doom_wolf_vmd	variantmeshes/wh_variantmodels/bc4/vmp/doom_hound_mounts/tech	doom_wolf_mounts		1.2500	0.5700	0.0500	
vmp_imperial_griffon_vmd	variantmeshes/wh_variantmodels/bc2/emp/vmp_imperial_griffon/tech	vmp_imperial_griffon		1.1500	1.6000	0.0000	
vmp_imperial_griffon_vmd_2	VariantMeshes\wh_variantmodels\bc2\emp\emp_imperial_griffon\tech	vmp_imperial_griffon		1.0000	1.6670	0.0000	
vmp_kinlin_vmd		vmp_kinlin		1.5000	1.0000	0.0000	
vmp_necro_sea_serpent_vmd		vmp_necro_sea_serpents	sn1\tmb\tmb_necroserpents\imposter\tmb_necroserpent_imposter	1.0000	1.1000	0.0000	
vmp_teb_dread_saurian_vmd	variantmeshes/wh_variantmodels/rp4/vmp/lzd_dread_saurian/tech	vmp_teb_dread_saurian		1.0000	1.0000	0.0000	
vmp_teb_interceptor_ship_mnt_vmd	warmachines/aircraft/cam_dusk_reaver_interceptor/tech	vmp_teb_interceptor_ship		1.0000	1.0000	0.0000	
vmp_teb_interceptor_ship_vmd	warmachines\aircraft\dusk_reaver_interceptor\tech	vmp_teb_interceptor_ship		1.0000	1.0000	0.0000	
vmp_teb_taurus_capt_mount_vmd	variantmeshes/_variantmodels/oxen_01/vmp_bull_capt/tech	vmp_teb_taurus_mount		1.8260	1.1500	0.0000	
vmp_teb_taurus_mount_vmd	variantmeshes/_variantmodels/oxen_01/vmp_bull_capt/tech	vmp_teb_taurus_mount		1.8260	1.1500	0.0000	
