key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo
dom_snipers	10	wh2_main_plate_80	2100	inf_ranged	2	inf_mis	wh3_main_unit_long_text_ksl_inf_streltsi_0	hu1e_weapon_team_rifle_and_shield	wh3_main_cth_weapon_team_blood	20	28	70	128		0	dom_snipers	dom_snipers	3	wh_missile_block_55_metal	dom_snipers	wh3_main_cth_crane_gunners	well_trained			true	40.0000	1500.0000	dom_snipers	60	80	10	vo_sel_ksl_streltsi	vo_sel_generic	vo_sel_culture	1.0000	small	0	25	0	0	0	0	0	0	ranged_direct	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
dom_flying_fort	10	wh2_main_heavy_metal_160	2100	war_beast	1	art_siege	wh3_main_unit_long_text_cth_veh_sky_lantern_0	wm_dom_flying_fort_mortar_01	dom_flying_fort_mortar	10	10	95	10000	dom_flying_fort	1	wh_main_cth_sky_lantern	dom_flying_fort_mortar	1	none	dom_flying_fort	wh_main_monster	trained			true	40.0000	1500.0000	dom_flying_fort	60	80	0	vo_sel_default	vo_sel_flying	vo_sel_flying_short	1.0000	large	500	40	0	0	0	0	0	0	gyrocopter	false	false	false	false	cant_capture	cant_capture	cant_capture		dom_flying_fort		1.0000	1.0000	false
dom_bulwark_01	10	wh2_main_body_50	2100	inf_ranged	24	inf_mis	wh3_main_ogr_inf_leadbelchers_0	hu13_bulwark_cannon_01	wh3_main_ogr_monster_ogre_leadbelcher_blood	30	35	90	1250		0	dom_bulwark_01	dom_bulwark_01	2	none	dom_bulwark_01	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	wh3_main_ogr_inf_leadbelchers_0	60	80	0	vo_sel_ogr_leadbelchers	vo_sel_melee	vo_sel_culture	1.0000	large	0	300	0	0	0	0	0	0	ranged_direct_gatecrusher	true	true	false	false	medium	medium	domination_infantry			archer	1.0000	1.0000	false
ksl_paladin2hs	10	wh2_main_heavy_metal_120	2100	inf_melee	22	inf_mel	wh3_main_unit_long_text_ksl_inf_tzar_guard_1	hu1c_wh3_kislev_tsar_guard_2handed_sword	ksl_paladin2hs	50	38	85	200		0	ksl_paladin2hs		4	none	ksl_paladin1hs	wh3_main_kislev_infantry_2handed	trained			true	40.0000	1500.0000	wh3_main_ksl_inf_tzar_guard_1	60	80	0	vo_sel_ksl_tsar_guard	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
dom_quad_cannon	10	wh2_main_chainmail_40	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_great_cannon	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	25	25	65	75		0	dom_quad_cannon_crew		5	none	dom_quad_cannon	wh_main_artillery	trained		dom_quad_cannon	true	40.0000	1500.0000	wh_main_emp_art_great_cannon	60	80	10	vo_sel_great_cannon	vo_sel_artillery	vo_sel_culture	1.0000	small	0	25	0	0	4	0	0	0	ranged_direct_arty	false	false	false	false	medium	medium	domination_artillery		dom_quad_cannon		1.0000	1.0000	false
ksl_magneticsentinel	10	wh2_main_body_100	2100	inf_melee	25	inf_mel	wh3_main_unit_long_text_cth_mon_terracotta_sentinel_0	gi1b_terracotta_sentinel_glaive	ksl_magneticsentinel	68	30	100	12612		0	ksl_magneticsentinel		1	none	ksl_magneticsentinel	wh_main_monster	trained			true	40.0000	1500.0000	ksl_magneticsentinel	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher	false	false	false	false	medium	medium	domination_monsters				1.0000	1.0000	false
dom_flame_tank	10	wh2_main_heavy_metal_160	2100	war_machine	80	chariot	wh_main_unit_long_text_emp_steam_tank	wm_dom_flame_tank_01	dom_flame_tank	45	20	100	8500	emp_hidden_mount_steam_tank	1	dom_flame_tank	dom_flame_tank_cannon	1	wh_missile_block_55_metal	dom_flame_tank	wh_main_monster	trained	wh3_dlc25_emp_veh_steam_tank	dom_flame_tank	true	40.0000	1500.0000	dom_flame_tank	60	80	0	vo_sel_steam_tank	vo_sel_generic	vo_sel_generic_short	1.0000	large	700	1000	0	0	1	0	0	0	ranged_direct_highvalue	false	false	false	false	medium	medium	domination_cav			artillery	1.0000	1.0000	true
dom_soldat_01	10	wh2_main_chainmail_40	2100	inf_melee	14	inf_mel	wh_main_unit_long_text_emp_state_troops	hu1_empire_sword_and_shield	wh_main_infantry_standard_blood_dismembers	35	34	65	70		0	dom_soldat_01		6	wh_missile_block_35_metal	dom_soldat_01	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_emp_inf_swordsmen	60	80	0	vo_sel_swordsmen	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
dom_vol_legion_04	10	wh2_main_leather_20	2100	inf_ranged	4	inf_mis	wh_main_unit_long_text_emp_state_troops	hu1_dom_vol_legion_ball_launcher_01	wh_main_infantry_standard_light_blood_dismembers	16	17	60	60		0	dom_vol_legion_04	dom_vol_legion_04	4	none	dom_vol_legion_04	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh_main_emp_inf_crossbowmen	60	80	0	vo_sel_crossbowmen	vo_sel_ranged	vo_sel_generic	1.0000	small	0	24	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ogr_rookcans	10	wh2_main_heavy_metal_120	2100	inf_ranged	24	inf_mis	wh3_main_ogr_inf_leadbelchers_0	hu13_wh3_ogre_leadbelcher	ogr_rookcans	26	34	100	572		0	ogr_rookcans	ogr_rookcans	4	none	ogr_rookcans	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	wh3_main_ogr_inf_leadbelchers_0	60	80	0	vo_sel_ogr_leadbelchers	vo_sel_melee	vo_sel_culture	1.0000	large	0	20	0	0	0	0	0	0	ranged_direct_gatecrusher	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
dom_aerospear	10	wh2_main_plate_100	2100	inf_ranged	30	inf_mis	wh_main_unit_long_text_dwf_gyrocopter	wm_aerospear_01	wh_main_dwf_flying_gyrobomber	30	6	85	1100		0	wh_main_dwf_gyrocopter	dom_aerospear	1	none	dom_aerospear	wh_main_war_machines	trained			true	40.0000	1500.0000	wh_main_dwf_veh_gyrobomber	60	80	0	vo_sel_gyrocopter	vo_sel_flying	vo_sel_flying_short	1.0000	large	0	500	0	35	0	0	0	0	gyrocopter	true	false	false	false	cant_capture	cant_capture	cant_capture				1.0000	1.0000	false
dom_pillbox	10	wh2_main_heavy_metal_110	2100	war_machine	50	chariot	wh2_main_unit_long_text_skv_veh_doomwheel	wm_dom_pillbox_01	dom_pillbox	26	37	85	6364		1	dom_pillbox	dom_pillbox	1	none	dom_pillbox	wh_main_artillery	trained		dom_pillbox	true	40.0000	1500.0000	wh2_main_skv_veh_doomwheel	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	60	55	0	0	1	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false
dom_light_mortar	10	wh2_main_chainmail_25	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_mortar	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	dom_light_mortar	wh_main_artillery_small	trained		dom_light_mortar	true	40.0000	1500.0000	wh_main_emp_art_mortar	60	80	0	vo_sel_mortar	vo_sel_artillery	vo_sel_culture	1.0000	small	0	65	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		emp_mortar	artillery	1.0000	1.0000	false
dom_heavy_mortar	10	wh2_main_chainmail_30	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_mortar	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	52		0	wh_main_emp_sword_short		5	none	dom_heavy_mortar	wh_main_artillery	trained		dom_heavy_mortar	true	40.0000	1500.0000	wh_main_emp_art_helstorm_rocket_battery	60	80	0	vo_sel_mortar	vo_sel_artillery	vo_sel_culture	1.0000	small	0	40	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		cst_queen_bess	artillery	1.0000	1.0000	false
dom_soldat_0	10	wh2_main_chainmail_40	2100	inf_melee	4	inf_mel	wh_main_unit_long_text_emp_state_troops	hu1_empire_spear_and_shield	wh_main_infantry_standard_blood_dismembers	23	44	65	70		0	dom_soldat_0		6	wh_missile_block_35_metal	dom_soldat_0	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_emp_inf_spearmen_1	60	80	0	vo_sel_spearmen	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false
dom_carryall_01	10	wh2_main_plate_85	2100	war_machine	29	chariot	wh2_dlc13_unit_long_text_emp_war_wagon	hu1_dlc13_wagon01_crew_rifle01	wh_main_cavalry_rider_standard_blood	19	14	75	1280		0	dom_carryall_0	dom_carryall_lightrifle	1	none	dom_carryall_01	wh2_dlc09_tmb_chariot	trained		dom_carryall	true	40.0000	1500.0000	wh2_dlc13_emp_veh_war_wagon_0	60	80	0	vo_sel_default	vo_sel_ranged	vo_sel_generic_short	1.0000	large	300	300	0	0	4	0	0	0	ranged_harasser	true	false	false	false	medium	medium	domination_cav			archer	1.0000	1.0000	false
dom_bulwark_0	10	wh2_main_body_40	2100	inf_ranged	50	inf_mis	wh3_dlc26_unit_long_text_ogr_inf_maneaters	hu13_dom_bulwark_pistol_01	wh3_main_ogr_monster_ogre_maneater_blood	50	50	90	1400		0	dom_bulwark_0	dom_bulwark_0	2	none	dom_bulwark_0	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	wh3_main_ogr_inf_maneaters_3	60	80	0	vo_sel_ogr_maneater_pistols	vo_sel_ogr_maneaters	vo_sel_culture	1.0000	large	0	50	0	0	0	0	0	0	hybrid_gatecrusher	true	true	false	false	medium	medium	domination_infantry			archer	1.0000	1.0000	false
ksl_cavernbear_rider_2	10	wh2_main_heavy_metal_120	2100	war_beast	38	cav_mel	wh3_main_unit_long_text_ksl_cav_war_bear_riders_1	hu1c_ksl_cavernbear_rider_02	wh_main_war_beast_rider_standard_blood	46	40	85	500	ksl_cavernbear	20	ksl_cavernbear_rider_2		2	none	ksl_cavernbear_rider_2	wh3_main_bear_cavalry	trained			true	40.0000	1500.0000	wh3_main_ksl_cav_war_bear_riders_1	60	80	0	vo_sel_ksl_war_bear_riders	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock_highvalue	false	false	false	false	low	low	domination_cav				1.0000	1.0000	false
dom_warblimp	10	wh2_main_heavy_metal_120	2100	war_beast	1	inf_mis	wh3_main_unit_long_text_cth_veh_sky_lantern_0	hu1e_dom_warblimp_captain_01	wh3_main_cth_sky_lantern_gunner_rider	8	8	85	7800	dom_warblimp	1	wh_main_cth_sky_lantern	dom_warblimp_flak	1	none	dom_warblimp	wh_main_monster	trained			true	40.0000	1500.0000	dom_warblimp	60	80	0	vo_sel_default	vo_sel_flying	vo_sel_flying_short	1.0000	large	500	500	0	0	0	0	0	0	gyrocopter	false	false	false	false	cant_capture	cant_capture	cant_capture		dom_warblimp		1.0000	1.0000	false
dom_vol_legion_01	10	wh2_main_leather_30	2100	inf_melee	4	inf_mel	wh_main_unit_long_text_emp_state_troops	hu1_empire_spear	wh_main_infantry_standard_blood_dismembers	20	34	60	60		0	dom_vol_legion_01		6	none	dom_vol_legion_01	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh_main_emp_inf_spearmen_0	60	80	0	vo_sel_spearmen	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ogr_royalrookplas	10	wh2_main_heavy_metal_120	2100	inf_ranged	24	inf_mis	wh3_main_ogr_inf_leadbelchers_0	hu13_ogre_royalrook_02	ogr_royalrookplas	28	34	100	585		0	ogr_royalrook	ogr_royalrookplas	4	none	ogr_royalrookplas	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	wh3_main_ogr_inf_leadbelchers_0	60	80	0	vo_sel_ogr_leadbelchers	vo_sel_melee	vo_sel_culture	1.0000	large	0	20	0	0	0	0	0	0	ranged_direct_gatecrusher	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
dom_battle_mage_01	10	wh2_main_chainmail_90	2100	inf_melee	15	inf_mel	wh3_main_unit_long_text_cth_cha_astromancer	hu1e_mage_hero	ksl_champion	40	30	85	608		0	dom_battle_mage_01		1	none	dom_battle_mage_01	wh_main_cavalry_very_chaotic	trained			true	40.0000	1500.0000	wh_dlc01_chs_inf_forsaken_0	60	80	0	vo_sel_ksl_tsar_guard	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ksl_urbem_eversorem	10	wh2_main_heavy_metal_120	2100	war_beast	20	inf_mis	wh2_dlc11_unit_long_text_cst_mon_necrofex_colossus	gi2_ksl_urbem_eversorem_01	ksl_urbem_eversorem	50	30	100	12612		0	ksl_urbem_eversorem	ksl_urbem_eversorem	1	none	ksl_urbem_eversorem	wh_main_monster	trained			true	40.0000	1500.0000	wh2_dlc11_cst_mon_necrofex_colossus_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	70	22	0	0	0	0	0	0	melee_gatecrusher	false	false	false	false	medium	medium	domination_monsters				1.0000	1.0000	false
dom_vol_legion_03	10	wh2_main_leather_20	2100	inf_ranged	4	inf_mis	wh_main_unit_long_text_emp_state_troops	hu1_empire_sword_rifle	wh_main_infantry_standard_light_blood_dismembers	16	17	60	60		0	dom_vol_legion_03	dom_vol_legion_03	3	none	dom_vol_legion_03	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh_main_emp_inf_handgunners	60	80	0	vo_sel_handgunners	vo_sel_ranged	vo_sel_culture	1.0000	small	0	24	0	0	0	0	0	0	ranged_direct	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ksl_lightrifle	10	wh2_main_plate_90	2100	inf_ranged	14	inf_mis	wh3_main_unit_long_text_ksl_inf_streltsi_0	hu1c_ksl_lightrifle_01	ksl_lightrifle	28	32	75	75		0	ksl_lightrifle	ksl_lightrifle	4	none	ksl_lightrifle	wh3_main_kislev_infantry_2handed	trained			true	40.0000	1500.0000	wh3_main_ksl_inf_streltsi_0	60	80	0	vo_sel_ksl_streltsi	vo_sel_generic	vo_sel_generic	1.0000	small	0	25	0	0	0	0	0	0	hybrid	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
ogr_battlerooks	10	wh2_main_heavy_metal_120	2100	inf_melee	46	inf_mel	wh3_main_ogr_inf_ironguts_0	hu13_wh3_ogre_2handed_sword	ogr_battlerooks	36	40	100	572		0	ogr_battlerooks		2	none	ogr_battlerooks	wh3_main_ogr_ironguts	trained			true	40.0000	1500.0000	wh3_main_ogr_inf_ironguts_0	60	80	0	vo_sel_ogr_ironguts	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
dom_vol_legion_02	10	wh2_main_leather_30	2100	inf_ranged	14	inf_mis	wh_dlc04_unit_long_text_emp_free_company_militia	hu1_empire_sword_and_pistol	wh_dlc04_infantry_free_company_blood_dismembers	28	25	60	60		0	dom_vol_legion_02	dom_vol_legion_02	6	none	dom_vol_legion_02	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	dom_vol_legion_02	60	80	0	vo_sel_empire_free_company	vo_sel_empire_militia	vo_sel_generic_short	1.0000	small	0	20	0	0	0	0	0	0	hybrid_melee	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
dom_aeronaught	10	wh2_main_plate_80	2100	inf_ranged	16	inf_mis	wh2_dlc11_unit_long_text_cst_cav_deck_droppers	hu1_dom_aeronaughts_01	dom_aeronaught	26	22	80	250		0	dom_aeronaught	dom_aeronaught	3	none	dom_aeronaught	wh_dlc07_monstrous_cavalry_flying	trained			true	40.0000	1500.0000	dom_aeronaught	60	80	0	vo_sel_zombiemob_deckdroppers	vo_sel_zombiemob_deckdroppers	vo_sel_culture	1.0000	large	0	30	0	0	0	0	0	0	flying_ranged_harasser_flanker	true	false	false	false	cant_capture	cant_capture	cant_capture				1.0000	1.0000	false
dom_soldat_02	10	wh2_main_chainmail_30	2100	inf_ranged	4	inf_mis	wh_main_unit_long_text_emp_state_troops	hu1_empire_sword_rifle	wh_main_infantry_handgunners_blood_dismembers	18	19	55	70		0	dom_soldat_01	dom_soldat_02	3	none	dom_soldat_02	wh_main_infantry_ranged	trained			true	40.0000	1500.0000	wh_main_emp_inf_handgunners	60	80	0	vo_sel_handgunners	vo_sel_ranged	vo_sel_culture	1.0000	small	0	25	0	0	0	0	0	0	ranged_direct	true	true	false	false	medium	medium	domination_infantry			archer	1.0000	1.0000	false
ogr_royalrook	10	wh2_main_heavy_metal_120	2100	inf_ranged	24	inf_mis	wh3_main_ogr_inf_leadbelchers_0	hu13_ogre_royalrook_01	ogr_royalrook	28	34	100	585		0	ogr_royalrook	ogr_royalrook	4	none	ogr_royalrook	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	wh3_main_ogr_inf_leadbelchers_0	60	80	0	vo_sel_ogr_leadbelchers	vo_sel_melee	vo_sel_culture	1.0000	large	0	30	0	0	0	0	0	0	ranged_direct_gatecrusher	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
dom_heat_gun	10	wh2_main_chainmail_25	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_helblaster_volley_gun	hu1_empire_helblaster_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	dom_heat_gun	wh_main_artillery_small	trained		dom_heat_gun	true	40.0000	1500.0000	wh_main_emp_art_helblaster_volley_gun	60	80	0	vo_sel_helblaster	vo_sel_artillery	vo_sel_culture	1.0000	small	0	100	0	0	4	0	0	0	ranged_direct_arty	false	false	false	false	medium	medium	domination_artillery		emp_helblaster_volley_gun	artillery	1.0000	1.0000	false
ksl_heavyrifle	10	wh2_main_heavy_metal_120	2100	inf_ranged	14	inf_mis	wh3_dlc20_unit_long_text_chs_aspiring_champions	hu1c_ksl_heavyrifle_01	ksl_heavyrifle	36	30	85	550		0	ksl_heavyrifle	ksl_heavyrifle	4	none	ksl_heavyrifle	wh_main_cavalry_very_chaotic	trained			true	40.0000	1500.0000	wh2_dlc12_skv_inf_ratling_gun_0	60	80	0	vo_sel_irondrakes	vo_sel_ranged	vo_sel_generic	1.0000	small	0	125	0	0	0	0	0	0	ranged_direct_no_skirmish	true	true	false	false	medium	medium	domination_infantry				1.0000	1.0000	false
