key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
def_dreadlord_bodyguard_1	false	def_bodyguard_crossbow_bolt	crossbow	false
def_dreadlord_bodyguard_2	false	def_bodyguard_crossbow_bolt_horse	crossbow	false
def_dreadlord_bodyguard_3	false	def_bodyguard_crossbow_bolt_cold_one	crossbow	false
def_dreadlord_bodyguard_4	false	def_bodyguard_crossbow_bolt_pegasus	crossbow	false
def_dreadlord_bodyguard_5	false	def_bodyguard_handbow_bolt	crossbow	false
def_dreadlord_mount1	false	def_bodyguard_crossbow_bolt_dreadlord_chariot	crossbow_LH	false
def_khainite_assassin_bodyguard_1	false	def_bodyguard_crossbow_bolt_shades	crossbow	false
def_khainite_assassin_bodyguard_3	false	def_bodyguard_crossbow_bolt_horse	crossbow	false
def_khainite_assassin_bodyguard_4	false	def_bodyguard_crossbow_bolt_pegasus	crossbow	false
def_khainite_assassin_mount1	false	def_khainite_assassin_mount1_harpoon	wh2_dlc14_scourge_harpoon	false
def_khainite_assassin_mount2	false	def_khainite_assassin_crossbow_bolt	crossbow_LH	false
def_khainite_assassin_mount3	false	def_khainite_assassin_crossbow_bolt	crossbow_LH	false
def_khainite_assassin_mount4	false	def_khainite_assassin_crossbow_bolt	crossbow_LH	false
dwf_belegar_ironhammer_bodyguard_1	false	dwf_belegar_ironhammer_bodyguard_1		false
dwf_ghost_engineer_bodyguard_main	false	dwf_ghost_engineer_bodyguard_main	repeater_gun_LH	false
dwf_malakai_makaisson_bodyguard_1	false	dwf_malakai_makaisson_bodyguard_1	repeater_gun	false
dwf_master_engineer_bodyguard1	false	dwf_master_engineer_bodyguard1	repeater_gun	false
dwf_master_engineer_bodyguard2	false	dwf_master_engineer_bodyguard2	blunderbuss	false
dwf_master_engineer_bodyguard3	false	dwf_master_engineer_bodyguard3	repeater_rifle	false
dwf_master_engineer_bodyguard4	false	dwf_master_engineer_bodyguard4	repeater_rifle	false
dwf_master_engineer_bodyguard5	false	dwf_master_engineer_bodyguard5	troll_hammer	false
dwf_master_engineer_bodyguard6	false	dwf_master_engineer_bodyguard6	brinstone_gun	false
dwf_master_engineer_bodyguard7	false	dwf_master_engineer_bodyguard7	clattergun	false
dwf_rune_smith_bodyguard3	false	dwf_rune_smith_bodyguard3		false
dwf_thane_bodyguard4	false	dwf_thane_bodyguard4_1	troll_hammer	false
dwf_thane_bodyguard5	false	dwf_thane_bodyguard5	crossbow	false
dwf_thane_bodyguard6	false	dwf_thane_bodyguard6		false
emp_engineer_retinue_1	false	emp_bodyguard_rifle_repeater_bullet_ironsides	repeater_rifle	false
emp_engineer_retinue_2	false	emp_bodyguard_rifle_bullet_ironsides	repeater_rifle	false
emp_engineer_retinue_3	false	emp_bodyguard_rifle_outrider_repeater_bullet	repeater_rifle	false
emp_engineer_retinue_4	false	emp_bodyguard_grenade_engineer_retinue	grenade_launcher	false
emp_huntsmarshal_bodyguard_1	false	emp_bodyguard_huntsmarshal_arrow	bow_LH	false
emp_huntsmarshal_bodyguard_2	false	emp_bodyguard_huntsmarshal_arrow	bow_LH	false
emp_markus_wulfhart_bodyguard_1	false	emp_bodyguard_huntsmarshal_arrow	bow_LH	false
emp_master_engineer_bodyguard_1	false	emp_bodyguard_repeater_bullet_engineer	repeater_rifle	false
emp_master_engineer_bodyguard_2	false	emp_bodyguard_repeater_bullet_engineer	repeater_rifle	false
emp_master_engineer_bodyguard_3	false	emp_bodyguard_repeater_bullet_engineer	repeater_rifle	false
emp_witch_hunter_retinue_1	false	emp_bodyguard_bow_arrow	bow	false
emp_witch_hunter_retinue_2	false	emp_bodyguard_rifle_bullet_sniper	repeater_rifle	false
emp_witch_hunter_retinue_3	false	emp_bodyguard_free_company_pistol_bullet	pistol	false
emp_witch_hunter_retinue_4	false	emp_bodyguard_double_shot_pistol_bullet	pistol	false
emp_witch_hunter_retinue_5	false	emp_bodyguard_grenade_witch_hunter	grenade_launcher	false
eshin_sorcerer_bodyguard1	false	eshin_sorcerer_bodyguard1		false
eshin_sorcerer_bodyguard2	false	eshin_sorcerer_bodyguard2		false
grn_night_goblin_shaman_bodyguard1	false	grn_night_goblin_shaman_bodyguard1	bow	false
ikit_claw_bodyguard7	false	ikit_claw_bodyguard7		false
ksl_bow_ice_guard	false	ksl_bow_ice_guard	bow	false
ksl_boyar_bodyguard1	false	ksl_boyar_pistol_bullet	pistol	false
ksl_boyar_bodyguard2	false	ksl_boyar_pistol_bullet	pistol	false
ksl_boyar_bodyguard7	false	ksl_boyar_rifle_bullet	repeater_gun	false
ksl_boyar_mount1	false	ksl_boyar_sled_rifle_bullet	repeater_gun	false
ksl_boyar_mount2	false	ksl_boyar_cannon_ball	cannon	false
ksl_druzhina_bodyguard1	false	ksl_druzhina_bolt	crossbow	false
ksl_druzhina_bodyguard2	false	ksl_druzhina_rifle_bullet	repeater_gun	false
lzd_bodyguard_blowpipe_skink	false	lzd_bodyguard_blowpipe_skink	blowpipe	false
lzd_bodyguard_blowpipe_terradon	false	lzd_bodyguard_blowpipe_terradon	blowpipe	false
lzd_bodyguard_javelin	false	lzd_bodyguard_javelin	javelin	false
lzd_slann_mage_priest_beasts_stegadon_main	false	lzd_slann_mage_priest_beasts_projectiles		false
lzd_slann_mage_priest_campaign_stegadon_main	false	lzd_slann_mage_priest_light_projectiles		false
lzd_slann_mage_priest_death_stegadon_main	false	lzd_slann_mage_priest_death_projectiles		false
lzd_slann_mage_priest_fire_stegadon_main	false	lzd_slann_mage_priest_fire_projectiles		false
lzd_slann_mage_priest_heavens_stegadon_main	false	lzd_slann_mage_priest_heaven_projectiles		false
lzd_slann_mage_priest_high_stegadon_main	false	lzd_slann_mage_priest_high_projectiles		false
lzd_slann_mage_priest_life_stegadon_main	false	lzd_slann_mage_priest_life_projectiles		false
lzd_slann_mage_priest_light_stegadon_main	false	lzd_slann_mage_priest_light_projectiles		false
lzd_slann_mage_priest_metal_stegadon_main	false	lzd_slann_mage_priest_metal_projectiles		false
lzd_slann_mage_priest_shadows_stegadon_main	false	lzd_slann_mage_priest_shadows_projectiles		false
master_assassin_bodyguard1	false	master_assassin_bodyguard1		false
master_assassin_bodyguard2	false	master_assassin_bodyguard2		false
master_assassin_bodyguard3	false	master_assassin_bodyguard3		false
ogr_hunter_bodyguard1	false	ogr_hunter_bodyguard1		false
skvbodyguard_weaponteam_globadiers_ikit_claw	false	skvbodyguard_weaponteam_globadiers_ikit_claw	globe	false
skvbodyguard_weaponteam_globadiers_warlock_engineer	false	skvbodyguard_weaponteam_globadiers_warlock_engineer	globe	false
skvbodyguard_weaponteam_globadiers_warlock_master	false	skvbodyguard_weaponteam_globadiers_warlock_master	globe	false
skvbodyguard_weaponteam_jezzails_ikit_claw	false	skvbodyguard_weaponteam_jezzails_ikit_claw	wh2_dlc12_warplock_jezzails	false
skvbodyguard_weaponteam_jezzails_warlock_engineer	false	skvbodyguard_weaponteam_jezzails_warlock_engineer	wh2_dlc12_warplock_jezzails	false
skvbodyguard_weaponteam_jezzails_warlock_master	false	skvbodyguard_weaponteam_jezzails_warlock_master	wh2_dlc12_warplock_jezzails	false
skvbodyguard_weaponteam_mortar_ikit_claw	false	skvbodyguard_weaponteam_mortar_ikit_claw	poison_wind_mortar	false
skvbodyguard_weaponteam_mortar_warlock_engineer	false	skvbodyguard_weaponteam_mortar_warlock_engineer	poison_wind_mortar	false
skvbodyguard_weaponteam_mortar_warlock_master	false	skvbodyguard_weaponteam_mortar_warlock_master	poison_wind_mortar	false
skvbodyguard_weaponteam_ratling_gun_ikit_claw	false	skvbodyguard_weaponteam_ratling_gun_ikit_claw	wh2_dlc12_ratling_gun	false
skvbodyguard_weaponteam_ratling_gun_warlock_engineer	false	skvbodyguard_weaponteam_ratling_gun_warlock_engineer	wh2_dlc12_ratling_gun	false
skvbodyguard_weaponteam_ratling_gun_warlock_master	false	skvbodyguard_weaponteam_ratling_gun_warlock_master	wh2_dlc12_ratling_gun	false
skvbodyguard_weaponteam_warpfire_thrower_ikit_claw	false	skvbodyguard_weaponteam_warpfire_thrower_ikit_claw	warpfiregun	false
skvbodyguard_weaponteam_warpfire_thrower_warlock_engineer	false	skvbodyguard_weaponteam_warpfire_thrower_warlock_engineer	warpfiregun	false
skvbodyguard_weaponteam_warpfire_thrower_warlock_master	false	skvbodyguard_weaponteam_warpfire_thrower_warlock_master	warpfiregun	false
tcg_nur_bodyguard_1_hero	false	tcg_bodyguard_plaguebearers_deaths_head_hero		false
tcg_nur_bodyguard_1_lord	false	tcg_bodyguard_plaguebearers_deaths_head_lord		false
tcg_nur_bodyguard_3_hero	false	tcg_bodyguard_deaths_head_hero		false
tcg_nur_bodyguard_3_lord	false	tcg_bodyguard_deaths_head_lord		false
tcg_tze_bodyguard_1_hero	false	tcg_bodyguard_horror_fire_bolt_hero		false
tcg_tze_bodyguard_1_lord	false	tcg_bodyguard_horror_fire_bolt_lord		false
tcg_tze_bodyguard_2_hero	false	tcg_bodyguard_horror_fire_bolt_hero		false
tcg_tze_bodyguard_2_lord	false	tcg_bodyguard_horror_fire_bolt_lord		false
tcg_tze_bodyguard_3_hero	false	tcg_bodyguard_horror_fire_bolt_chariot_hero		false
tcg_tze_bodyguard_3_lord	false	tcg_bodyguard_horror_fire_bolt_chariot_lord		false
tmb_bodyguard_bone_giant_bow	false	tmb_bodyguard_bone_giant_bow		false
tmb_bodyguard_casket_of_souls	false	tmb_bodyguard_casket_of_souls		false
warlock_master_bodyguard7	false	warlock_master_bodyguard7	warpfiregun	false
wef_bodyguard_bow	false	wef_bodyguard_arrow_trueflight	bow	false
wef_bodyguard_bow_captain	false	wef_bodyguard_arrow_bodkin	bow	false
wef_bodyguard_bow_captain_mounted	false	wef_bodyguard_arrow_bodkin_mounted	bow	false
wef_bodyguard_bow_female	false	wef_bodyguard_arrow_starfire	bow	false
wef_bodyguard_bow_female_mounted	false	wef_bodyguard_arrow_starfire_mounted	bow	false
wef_bodyguard_bow_mounted	false	wef_bodyguard_arrow_trueflight_mounted	bow	false
wef_bodyguard_bow_waystalker_mounted	false	wef_bodyguard_arrow_trueflight_mounted	bow	false
wef_bodyguard_bow_waywatchers	false	wef_bodyguard_waywatchers_arrow	bow	false
wef_bodyguard_javelin	false	wef_bodyguard_javelin_arcane	javelin	false
wef_bodyguard_javelin_lord	false	wef_bodyguard_javelin_blackbriar	javelin	false
wef_bodyguard_scout_bow_waystalker	false	wef_bodyguard_arrow_trueflight	bow	false
